player_id,nome_corretto
dd9e3dee-a9dd-535a-9194-14d55cb9940c,Sebastiano Esposito
1878ae46-2008-53c0-82b4-09c3e22b963c,Zé Pedro
2dcd3197-2855-5dbf-8dc8-98bcf0b52e1d,Lorenzo Montipò
7df6d3f6-6079-5d8b-86f9-f6d26e3b93bb,Nuno Tavares
1cde111e-a752-5507-a44c-2a0d4e74d895,Dany Mota
